
Sat Sep 12 11:02:52 EDT 2015
numactl --interleave=all ../testing/testing_zhemv -L -N 123 -N 1234 --range 10:90:1 --range 100:900:10 --range 1000:9000:100 --range 10000:20000:2000 --lapack
   31      0.20 (   0.04)      0.29 (   0.03)      0.28 (   0.03)      1.61 (   0.01)   5.13e-16   4.73e-16   2.72e-16   ok
   32      0.21 (   0.04)      0.30 (   0.03)      0.30 (   0.03)      2.12 (   0.00)   2.48e-16   4.58e-16   4.00e-16   ok
   33      0.23 (   0.04)      0.23 (   0.04)      0.31 (   0.03)      2.25 (   0.00)   4.44e-16   4.44e-16   4.44e-16   ok
   34      0.25 (   0.04)      0.25 (   0.04)      0.33 (   0.03)      2.38 (   0.00)   8.93e-16   4.67e-16   8.62e-16   ok
   35      0.27 (   0.04)      0.27 (   0.04)      0.35 (   0.03)      2.04 (   0.01)   4.09e-16   4.54e-16   6.11e-16   ok
   36      0.26 (   0.04)      0.28 (   0.04)      0.36 (   0.03)      2.83 (   0.00)   4.41e-16   4.93e-16   5.94e-16   ok
   37      0.29 (   0.04)      0.31 (   0.04)      0.38 (   0.03)      2.28 (   0.01)   6.07e-16   4.29e-16   3.96e-16   ok
   38      0.29 (   0.04)      0.32 (   0.04)      0.40 (   0.03)      3.15 (   0.00)   3.85e-16   5.91e-16   4.18e-16   ok
   39      0.33 (   0.04)      0.33 (   0.04)      0.41 (   0.03)      2.52 (   0.01)   5.76e-16   3.67e-16   3.76e-16   ok
   40      0.32 (   0.04)      0.36 (   0.04)      0.44 (   0.03)      2.65 (   0.01)   5.02e-16   4.78e-16   4.78e-16   ok
   41      0.33 (   0.04)      0.37 (   0.04)      0.46 (   0.03)      2.25 (   0.01)   5.48e-16   5.27e-16   5.48e-16   ok
   42      0.35 (   0.04)      0.38 (   0.04)      0.49 (   0.03)      2.45 (   0.01)   5.67e-16   6.10e-16   5.67e-16   ok
   43      0.38 (   0.04)      0.40 (   0.04)      0.49 (   0.03)      2.57 (   0.01)   4.13e-16   5.54e-16   4.67e-16   ok
   44      0.40 (   0.04)      0.37 (   0.04)      0.53 (   0.03)      2.69 (   0.01)   6.66e-16   4.84e-16   5.11e-16   ok
   45      0.43 (   0.04)      0.43 (   0.04)      0.56 (   0.03)      2.42 (   0.01)   4.47e-16   4.99e-16   6.75e-16   ok
   46      0.45 (   0.04)      0.47 (   0.04)      0.61 (   0.03)      2.93 (   0.01)   6.19e-16   6.18e-16   4.65e-16   ok
   47      0.47 (   0.04)      0.48 (   0.04)      0.61 (   0.03)      3.64 (   0.01)   6.76e-16   7.56e-16   5.07e-16   ok
   48      0.50 (   0.04)      0.50 (   0.04)      0.63 (   0.03)      3.80 (   0.01)   4.68e-16   5.92e-16   4.68e-16   ok
   49      0.51 (   0.04)      0.52 (   0.04)      0.64 (   0.03)      3.95 (   0.01)   4.59e-16   4.37e-16   3.63e-16   ok
   50      0.53 (   0.04)      0.54 (   0.04)      0.64 (   0.03)      3.32 (   0.01)   4.02e-16   4.32e-16   4.49e-16   ok
   51      0.55 (   0.04)      0.57 (   0.04)      0.72 (   0.03)      3.10 (   0.01)   6.23e-16   6.86e-16   6.86e-16   ok
   52      0.59 (   0.04)      0.56 (   0.04)      0.75 (   0.03)      3.22 (   0.01)   5.84e-16   4.44e-16   4.37e-16   ok
   53      0.59 (   0.04)      0.58 (   0.04)      0.77 (   0.03)      3.23 (   0.01)   5.40e-16   5.73e-16   4.50e-16   ok
   54      0.60 (   0.04)      0.62 (   0.04)      0.77 (   0.03)      4.02 (   0.01)   6.71e-16   5.43e-16   5.30e-16   ok
   55      0.62 (   0.04)      0.64 (   0.04)      0.83 (   0.03)      3.16 (   0.01)   4.66e-16   4.66e-16   4.66e-16   ok
   56      0.61 (   0.04)      0.64 (   0.04)      0.80 (   0.03)      3.27 (   0.01)   5.11e-16   4.01e-16   3.92e-16   ok
   57      0.62 (   0.04)      0.67 (   0.04)      0.80 (   0.03)      4.48 (   0.01)   3.94e-16   3.94e-16   3.79e-16   ok
   58      0.66 (   0.04)      0.67 (   0.04)      0.86 (   0.03)      4.63 (   0.01)   3.68e-16   4.42e-16   3.87e-16   ok
   59      0.71 (   0.04)      0.71 (   0.04)      0.87 (   0.03)      4.13 (   0.01)   4.34e-16   4.85e-16   5.55e-16   ok
   60      0.69 (   0.04)      0.74 (   0.04)      0.92 (   0.03)      3.35 (   0.01)   4.27e-16   4.27e-16   5.30e-16   ok
   61      0.74 (   0.04)      0.73 (   0.04)      0.95 (   0.03)      3.37 (   0.01)   4.80e-16   4.70e-16   5.21e-16   ok
   62      0.73 (   0.04)      0.75 (   0.04)      1.02 (   0.03)      4.56 (   0.01)   5.73e-16   5.84e-16   5.13e-16   ok
   63      0.68 (   0.05)      0.79 (   0.04)      1.02 (   0.03)      3.59 (   0.01)   6.77e-16   5.04e-16   5.04e-16   ok
   64      0.88 (   0.04)      0.86 (   0.04)      1.04 (   0.03)      4.85 (   0.01)   5.55e-16   6.68e-16   4.74e-16   ok
   65      0.72 (   0.05)      0.81 (   0.04)      0.99 (   0.04)      4.40 (   0.01)   4.51e-16   4.67e-16   4.51e-16   ok
   66      0.75 (   0.05)      0.85 (   0.04)      1.05 (   0.03)      4.40 (   0.01)   6.46e-16   5.80e-16   6.81e-16   ok
   67      0.78 (   0.05)      0.87 (   0.04)      1.05 (   0.04)      4.05 (   0.01)   4.74e-16   5.30e-16   4.74e-16   ok
   68      0.79 (   0.05)      0.90 (   0.04)      1.11 (   0.03)      4.17 (   0.01)   6.27e-16   4.31e-16   4.67e-16   ok
   69      0.83 (   0.05)      0.91 (   0.04)      1.11 (   0.04)      4.30 (   0.01)   6.26e-16   6.37e-16   6.51e-16   ok
   70      0.85 (   0.05)      0.95 (   0.04)      1.17 (   0.03)      4.42 (   0.01)   6.60e-16   6.42e-16   6.42e-16   ok
   71      0.84 (   0.05)      0.96 (   0.04)      1.17 (   0.04)      5.08 (   0.01)   1.00e-15   8.07e-16   7.22e-16   ok
   72      0.90 (   0.05)      1.01 (   0.04)      1.33 (   0.03)      4.23 (   0.01)   8.14e-16   7.89e-16   6.24e-16   ok
   73      0.93 (   0.05)      1.04 (   0.04)      1.24 (   0.04)      4.34 (   0.01)   7.02e-16   5.92e-16   7.02e-16   ok
   74      0.95 (   0.05)      1.07 (   0.04)      1.35 (   0.03)      4.93 (   0.01)   7.74e-16   7.74e-16   6.15e-16   ok
   75      0.97 (   0.05)      1.12 (   0.04)      1.35 (   0.03)      5.83 (   0.01)   1.07e-15   8.04e-16   8.04e-16   ok
   76      0.95 (   0.05)      1.10 (   0.04)      1.43 (   0.03)      4.30 (   0.01)   6.27e-16   7.71e-16   7.71e-16   ok
   77      0.97 (   0.05)      1.15 (   0.04)      1.38 (   0.04)      4.83 (   0.01)   6.65e-16   7.44e-16   5.61e-16   ok
   78      0.99 (   0.05)      1.16 (   0.04)      1.42 (   0.04)      4.43 (   0.01)   6.57e-16   5.54e-16   5.15e-16   ok
   79      1.02 (   0.05)      1.18 (   0.04)      1.50 (   0.03)      4.64 (   0.01)   7.42e-16   9.17e-16   7.68e-16   ok
   80      1.02 (   0.05)      1.18 (   0.04)      1.54 (   0.03)      4.76 (   0.01)   6.40e-16   5.62e-16   5.62e-16   ok
   81      1.05 (   0.05)      1.21 (   0.04)      1.48 (   0.04)      5.34 (   0.01)   7.49e-16   7.23e-16   7.23e-16   ok
   82      1.12 (   0.05)      1.24 (   0.04)      1.52 (   0.04)      4.99 (   0.01)   5.48e-16   6.99e-16   5.48e-16   ok
   83      1.10 (   0.05)      1.25 (   0.04)      1.56 (   0.04)      5.74 (   0.01)   7.26e-16   7.66e-16   7.26e-16   ok
   84      1.13 (   0.05)      1.28 (   0.05)      1.60 (   0.04)      5.13 (   0.01)   6.16e-16   7.18e-16   5.35e-16   ok
   85      1.15 (   0.05)      1.31 (   0.05)      1.63 (   0.04)      4.93 (   0.01)   6.89e-16   8.52e-16   6.89e-16   ok
   86      1.26 (   0.05)      1.40 (   0.04)      1.73 (   0.03)      6.01 (   0.01)   5.23e-16   5.23e-16   5.96e-16   ok
   87      1.29 (   0.05)      1.40 (   0.04)      1.71 (   0.04)      5.50 (   0.01)   6.53e-16   6.85e-16   5.48e-16   ok
   88      1.28 (   0.05)      1.43 (   0.04)      1.85 (   0.03)      5.75 (   0.01)   5.11e-16   6.66e-16   5.82e-16   ok
   89      1.32 (   0.05)      1.49 (   0.04)      1.84 (   0.04)      5.41 (   0.01)   7.14e-16   5.05e-16   5.05e-16   ok
   90      1.34 (   0.05)      1.46 (   0.05)      1.83 (   0.04)      5.42 (   0.01)   7.93e-16   8.14e-16   8.24e-16   ok
  100      1.59 (   0.05)      1.73 (   0.05)      2.14 (   0.04)      6.68 (   0.01)   6.55e-16   5.17e-16   6.03e-16   ok
  110      1.89 (   0.05)      2.05 (   0.05)      2.51 (   0.04)      6.98 (   0.01)   5.33e-16   5.78e-16   6.59e-16   ok
  120      2.16 (   0.05)      2.37 (   0.05)      2.91 (   0.04)      6.89 (   0.02)   7.32e-16   7.11e-16   5.59e-16   ok
  130      2.32 (   0.06)      2.73 (   0.05)      3.19 (   0.04)      6.83 (   0.02)   9.78e-16   8.54e-16   8.90e-16   ok
  140      2.69 (   0.06)      3.11 (   0.05)      3.69 (   0.04)      7.55 (   0.02)   6.42e-16   8.67e-16   8.37e-16   ok
  150      3.07 (   0.06)      3.43 (   0.05)      4.12 (   0.04)      7.55 (   0.02)   8.09e-16   9.52e-16   8.94e-16   ok
  160      3.44 (   0.06)      4.15 (   0.05)      4.69 (   0.04)      8.58 (   0.02)   8.88e-16   9.06e-16   9.57e-16   ok
  170      3.82 (   0.06)      4.33 (   0.05)      5.18 (   0.05)      8.98 (   0.03)   1.02e-15   1.17e-15   9.00e-16   ok
  180      4.22 (   0.06)      4.66 (   0.06)      5.56 (   0.05)      8.70 (   0.03)   9.68e-16   9.99e-16   1.03e-15   ok
  190      4.47 (   0.07)      5.02 (   0.06)      6.07 (   0.05)      9.11 (   0.03)   1.08e-15   1.09e-15   1.09e-15   ok
  200      4.74 (   0.07)      5.47 (   0.06)      6.44 (   0.05)      8.30 (   0.04)   1.14e-15   9.95e-16   9.10e-16   ok
  210      5.00 (   0.07)      5.82 (   0.06)      6.81 (   0.05)      9.37 (   0.04)   1.12e-15   1.21e-15   1.03e-15   ok
  220      5.49 (   0.07)      6.39 (   0.06)      7.64 (   0.05)      8.65 (   0.05)   1.05e-15   1.04e-15   9.32e-16   ok
  230      6.10 (   0.07)      6.77 (   0.06)      8.05 (   0.05)      9.07 (   0.05)   1.38e-15   1.17e-15   1.41e-15   ok
  240      6.53 (   0.07)      7.37 (   0.06)      8.57 (   0.05)      9.09 (   0.05)   1.19e-15   1.09e-15   1.21e-15   ok
  250      6.72 (   0.07)      7.73 (   0.07)      8.83 (   0.06)      9.46 (   0.05)   1.16e-15   1.27e-15   1.04e-15   ok
  260      7.15 (   0.08)      8.24 (   0.07)      9.39 (   0.06)      9.20 (   0.06)   1.35e-15   1.11e-15   1.11e-15   ok
  270      7.32 (   0.08)      8.60 (   0.07)      9.92 (   0.06)      9.96 (   0.06)   1.28e-15   1.26e-15   1.10e-15   ok
  280      7.69 (   0.08)      9.15 (   0.07)     10.37 (   0.06)      9.55 (   0.07)   1.06e-15   1.09e-15   1.28e-15   ok
  290      8.34 (   0.08)      9.27 (   0.07)     10.74 (   0.06)      9.68 (   0.07)   1.38e-15   1.96e-15   1.58e-15   ok
  300      8.82 (   0.08)     10.05 (   0.07)     11.50 (   0.06)      9.76 (   0.07)   1.36e-15   1.20e-15   1.41e-15   ok
  310      9.10 (   0.08)     10.16 (   0.08)     11.70 (   0.07)      9.21 (   0.08)   1.44e-15   1.48e-15   1.31e-15   ok
  320     10.30 (   0.08)     11.10 (   0.07)     12.28 (   0.07)     10.15 (   0.08)   2.05e-15   2.08e-15   2.08e-15   ok
  330      9.92 (   0.09)     11.54 (   0.08)     12.70 (   0.07)      9.95 (   0.09)   1.72e-15   1.57e-15   1.39e-15   ok
  340     10.45 (   0.09)     11.91 (   0.08)     12.90 (   0.07)      9.39 (   0.10)   1.35e-15   1.53e-15   1.38e-15   ok
  350     11.07 (   0.09)     12.29 (   0.08)     13.67 (   0.07)      9.92 (   0.10)   1.31e-15   1.34e-15   1.31e-15   ok
  360     11.43 (   0.09)     12.69 (   0.08)     13.52 (   0.08)      9.73 (   0.11)   1.41e-15   1.61e-15   1.47e-15   ok
  370     11.44 (   0.10)     13.25 (   0.08)     14.50 (   0.08)     10.09 (   0.11)   1.54e-15   1.24e-15   1.40e-15   ok
  380     11.84 (   0.10)     13.63 (   0.09)     15.06 (   0.08)      9.99 (   0.12)   1.67e-15   1.67e-15   1.67e-15   ok
  390     12.00 (   0.10)     14.04 (   0.09)     15.62 (   0.08)     10.19 (   0.12)   1.46e-15   1.89e-15   1.46e-15   ok
  400     12.47 (   0.10)     14.76 (   0.09)     16.48 (   0.08)     10.28 (   0.12)   1.48e-15   1.73e-15   1.56e-15   ok
  410     13.10 (   0.10)     14.86 (   0.09)     16.65 (   0.08)     10.22 (   0.13)   1.58e-15   1.55e-15   1.80e-15   ok
  420     13.23 (   0.11)     15.39 (   0.09)     17.27 (   0.08)      9.83 (   0.14)   1.33e-15   1.33e-15   1.28e-15   ok
  430     13.39 (   0.11)     15.80 (   0.09)     17.69 (   0.08)     10.24 (   0.14)   1.76e-15   1.72e-15   1.67e-15   ok
  440     13.75 (   0.11)     16.02 (   0.10)     18.26 (   0.09)      9.97 (   0.16)   1.43e-15   1.43e-15   1.42e-15   ok
  450     14.14 (   0.11)     16.59 (   0.10)     18.94 (   0.09)     10.28 (   0.16)   1.48e-15   1.69e-15   1.66e-15   ok
  460     14.75 (   0.12)     17.55 (   0.10)     19.30 (   0.09)     10.16 (   0.17)   1.98e-15   1.86e-15   1.87e-15   ok
  470     14.90 (   0.12)     17.37 (   0.10)     19.88 (   0.09)     10.31 (   0.17)   1.93e-15   1.53e-15   1.47e-15   ok
  480     15.54 (   0.12)     18.69 (   0.10)     20.79 (   0.09)     10.38 (   0.18)   1.88e-15   1.70e-15   1.62e-15   ok
  490     15.66 (   0.12)     18.32 (   0.11)     20.10 (   0.10)     10.41 (   0.19)   1.77e-15   1.72e-15   1.94e-15   ok
  500     15.79 (   0.13)     18.74 (   0.11)     20.93 (   0.10)     10.50 (   0.19)   2.06e-15   1.82e-15   1.59e-15   ok
  510     16.70 (   0.12)     19.15 (   0.11)     21.51 (   0.10)     10.33 (   0.20)   1.56e-15   1.62e-15   1.41e-15   ok
  520     16.54 (   0.13)     19.57 (   0.11)     21.87 (   0.10)     10.04 (   0.22)   1.99e-15   1.77e-15   1.82e-15   ok
  530     16.94 (   0.13)     20.11 (   0.11)     22.35 (   0.10)     10.49 (   0.21)   2.27e-15   2.27e-15   2.45e-15   ok
  540     17.18 (   0.14)     20.70 (   0.11)     22.92 (   0.10)     10.48 (   0.22)   1.84e-15   1.80e-15   1.76e-15   ok
  550     17.86 (   0.14)     20.90 (   0.12)     23.56 (   0.10)     10.46 (   0.23)   1.89e-15   1.91e-15   1.89e-15   ok
  560     18.22 (   0.14)     22.07 (   0.11)     24.20 (   0.10)     10.30 (   0.24)   1.65e-15   1.64e-15   1.63e-15   ok
  570     18.10 (   0.14)     22.44 (   0.12)     24.79 (   0.11)     10.55 (   0.25)   2.06e-15   2.11e-15   2.06e-15   ok
  580     18.74 (   0.14)     22.86 (   0.12)     25.26 (   0.11)     10.42 (   0.26)   2.48e-15   2.48e-15   2.26e-15   ok
  590     18.86 (   0.15)     23.05 (   0.12)     25.62 (   0.11)     10.54 (   0.26)   1.94e-15   2.34e-15   2.32e-15   ok
  600     19.50 (   0.15)     23.70 (   0.12)     26.04 (   0.11)     10.69 (   0.27)   1.95e-15   1.95e-15   2.16e-15   ok
  610     19.90 (   0.15)     24.07 (   0.12)     26.46 (   0.11)     10.40 (   0.29)   2.15e-15   1.59e-15   1.72e-15   ok
  620     20.05 (   0.15)     24.44 (   0.13)     25.86 (   0.12)     10.62 (   0.29)   2.22e-15   2.12e-15   2.21e-15   ok
  630     20.96 (   0.15)     24.91 (   0.13)     27.64 (   0.12)     10.57 (   0.30)   1.99e-15   1.99e-15   1.99e-15   ok
  640     21.90 (   0.15)     26.09 (   0.13)     28.58 (   0.11)     10.60 (   0.31)   1.80e-15   1.88e-15   1.99e-15   ok
  650     21.05 (   0.16)     26.07 (   0.13)     28.71 (   0.12)     10.53 (   0.32)   1.99e-15   1.93e-15   1.80e-15   ok
  660     21.80 (   0.16)     26.44 (   0.13)     29.12 (   0.12)     10.75 (   0.32)   2.21e-15   1.83e-15   1.83e-15   ok
  670     21.94 (   0.16)     26.86 (   0.13)     29.95 (   0.12)     10.59 (   0.34)   2.43e-15   2.21e-15   2.10e-15   ok
  680     22.34 (   0.17)     27.04 (   0.14)     30.14 (   0.12)     10.75 (   0.34)   2.01e-15   2.02e-15   1.84e-15   ok
  690     23.00 (   0.17)     27.84 (   0.14)     30.79 (   0.12)     10.55 (   0.36)   2.38e-15   2.38e-15   2.22e-15   ok
  700     22.95 (   0.17)     28.26 (   0.14)     31.44 (   0.12)     10.71 (   0.37)   2.36e-15   2.44e-15   2.28e-15   ok
  710     23.22 (   0.17)     28.49 (   0.14)     31.80 (   0.13)     10.50 (   0.39)   1.96e-15   2.41e-15   2.12e-15   ok
  720     24.18 (   0.17)     29.69 (   0.14)     32.70 (   0.13)     10.60 (   0.39)   2.08e-15   2.38e-15   2.44e-15   ok
  730     24.58 (   0.17)     29.86 (   0.14)     31.88 (   0.13)     10.76 (   0.40)   2.34e-15   2.32e-15   2.19e-15   ok
  740     24.95 (   0.18)     30.28 (   0.14)     32.76 (   0.13)     10.76 (   0.41)   2.35e-15   2.62e-15   2.48e-15   ok
  750     25.05 (   0.18)     30.65 (   0.15)     33.12 (   0.14)     10.68 (   0.42)   2.29e-15   2.06e-15   2.02e-15   ok
  760     25.89 (   0.18)     31.52 (   0.15)     33.60 (   0.14)     10.67 (   0.43)   2.72e-15   2.85e-15   2.69e-15   ok
  770     26.23 (   0.18)     31.29 (   0.15)     33.73 (   0.14)     10.54 (   0.45)   2.25e-15   2.58e-15   1.92e-15   ok
  780     25.54 (   0.19)     32.31 (   0.15)     34.38 (   0.14)     10.79 (   0.45)   2.17e-15   2.15e-15   2.10e-15   ok
  790     27.21 (   0.18)     32.73 (   0.15)     35.03 (   0.14)     10.55 (   0.47)   2.55e-15   2.65e-15   2.51e-15   ok
  800     27.44 (   0.19)     32.90 (   0.16)     35.39 (   0.14)     10.68 (   0.48)   2.42e-15   2.03e-15   2.11e-15   ok
  810     27.54 (   0.19)     33.93 (   0.15)     35.75 (   0.15)     10.75 (   0.49)   2.39e-15   2.26e-15   2.27e-15   ok
  820     28.22 (   0.19)     34.09 (   0.16)     36.17 (   0.15)     10.75 (   0.50)   2.92e-15   2.91e-15   2.77e-15   ok
  830     28.59 (   0.19)     34.72 (   0.16)     37.35 (   0.15)     10.72 (   0.51)   1.94e-15   2.20e-15   2.20e-15   ok
  840     28.58 (   0.20)     35.14 (   0.16)     37.47 (   0.15)     10.84 (   0.52)   2.50e-15   2.34e-15   2.40e-15   ok
  850     29.40 (   0.20)     35.98 (   0.16)     37.83 (   0.15)     10.70 (   0.54)   2.43e-15   2.21e-15   2.04e-15   ok
  860     29.77 (   0.20)     36.61 (   0.16)     38.25 (   0.15)     10.72 (   0.55)   2.66e-15   2.60e-15   2.60e-15   ok
  870     29.72 (   0.20)     36.09 (   0.17)     38.84 (   0.16)     10.70 (   0.57)   2.61e-15   2.62e-15   2.36e-15   ok
  880     30.55 (   0.20)     36.92 (   0.17)     39.26 (   0.16)     10.72 (   0.58)   2.15e-15   2.25e-15   2.10e-15   ok
  890     30.53 (   0.21)     37.60 (   0.17)     39.44 (   0.16)     10.65 (   0.60)   2.23e-15   2.30e-15   2.39e-15   ok
  900     30.62 (   0.21)     37.09 (   0.17)     39.57 (   0.16)     10.73 (   0.60)   2.49e-15   2.58e-15   2.54e-15   ok
 1000     33.94 (   0.24)     41.49 (   0.19)     42.81 (   0.19)     10.16 (   0.79)   2.91e-15   2.52e-15   2.56e-15   ok
 1100     37.44 (   0.26)     45.53 (   0.21)     27.85 (   0.35)      9.57 (   1.01)   3.65e-15   2.94e-15   2.90e-15   failed
 1200     40.48 (   0.28)     49.93 (   0.23)     30.18 (   0.38)      8.96 (   1.29)   3.29e-15   3.26e-15   3.42e-15   failed
 1300     44.08 (   0.31)     53.91 (   0.25)     31.11 (   0.44)      8.55 (   1.58)   2.97e-15   2.80e-15   2.83e-15   ok
 1400     47.85 (   0.33)     59.91 (   0.26)     33.75 (   0.47)      8.43 (   1.86)   3.26e-15   3.47e-15   3.08e-15   failed
 1500     50.89 (   0.35)     63.24 (   0.28)     36.63 (   0.49)      8.34 (   2.16)   2.93e-15   3.07e-15   2.96e-15   ok
 1600     54.97 (   0.37)     68.78 (   0.30)     38.18 (   0.54)      8.34 (   2.46)   3.13e-15   3.02e-15   3.13e-15   ok
 1700     58.15 (   0.40)     73.70 (   0.31)     40.75 (   0.57)      8.46 (   2.73)   3.36e-15   3.41e-15   3.22e-15   failed
 1800     61.93 (   0.42)     74.78 (   0.35)     42.04 (   0.62)      7.97 (   3.26)   4.38e-15   4.54e-15   4.69e-15   failed
 1900     64.79 (   0.45)     77.07 (   0.38)     43.80 (   0.66)      8.46 (   3.42)   3.59e-15   3.83e-15   3.83e-15   failed
 2000     63.78 (   0.50)     77.73 (   0.41)     45.61 (   0.70)      8.25 (   3.88)   3.65e-15   3.67e-15   3.70e-15   failed
 2100     65.12 (   0.54)     78.31 (   0.45)     35.17 (   1.00)      8.42 (   4.19)   6.07e-15   5.02e-15   6.11e-15   failed
 2200     66.12 (   0.59)     79.08 (   0.49)     36.87 (   1.05)      8.50 (   4.56)   3.96e-15   3.89e-15   3.66e-15   failed
 2300     67.64 (   0.63)     79.33 (   0.53)     38.40 (   1.10)      7.98 (   5.31)   4.81e-15   4.26e-15   4.18e-15   failed
 2400     69.44 (   0.66)     79.52 (   0.58)     40.37 (   1.14)      8.37 (   5.51)   4.94e-15   6.12e-15   5.51e-15   failed
 2500     70.65 (   0.71)     78.92 (   0.63)     41.15 (   1.22)      8.45 (   5.92)   4.82e-15   4.92e-15   4.91e-15   failed
 2600     71.10 (   0.76)     79.94 (   0.68)     41.06 (   1.32)      8.43 (   6.42)   4.04e-15   4.36e-15   3.99e-15   failed
 2700     73.30 (   0.80)     78.75 (   0.74)     41.38 (   1.41)      8.46 (   6.90)   5.41e-15   4.79e-15   5.22e-15   failed
 2800     74.27 (   0.84)     81.09 (   0.77)     40.04 (   1.57)      8.45 (   7.43)   5.05e-15   5.05e-15   5.07e-15   failed
 2900     74.79 (   0.90)     81.60 (   0.82)     45.48 (   1.48)      8.55 (   7.87)   5.33e-15   5.35e-15   6.01e-15   failed
 3000     75.74 (   0.95)     82.71 (   0.87)     45.77 (   1.57)      8.57 (   8.41)   4.80e-15   4.72e-15   4.70e-15   failed
 3100     77.07 (   1.00)     83.88 (   0.92)     38.46 (   2.00)      8.44 (   9.12)   5.19e-15   5.50e-15   5.79e-15   failed
 3200     79.04 (   1.04)     84.32 (   0.97)     40.68 (   2.01)      9.28 (   8.83)   5.40e-15   5.92e-15   5.50e-15   failed
 3300     80.47 (   1.08)     86.12 (   1.01)     41.08 (   2.12)      8.57 (  10.17)   4.76e-15   5.11e-15   5.94e-15   failed
