
Sat Sep 12 10:57:42 EDT 2015
numactl --interleave=all ../testing/testing_chemv -L -N 123 -N 1234 --range 10:90:1 --range 100:900:10 --range 1000:9000:100 --range 10000:20000:2000 --lapack
   31      0.21 (   0.04)      0.26 (   0.03)      0.26 (   0.03)      1.99 (   0.00)   1.54e-07   2.54e-07   1.54e-07   ok
   32      0.21 (   0.04)      0.28 (   0.03)      0.28 (   0.03)      2.12 (   0.00)   1.33e-07   2.46e-07   1.49e-07   ok
   33      0.23 (   0.04)      0.24 (   0.04)      0.28 (   0.03)      2.39 (   0.00)   2.55e-07   2.33e-07   2.08e-07   ok
   34      0.24 (   0.04)      0.26 (   0.04)      0.30 (   0.03)      1.93 (   0.01)   2.80e-07   2.31e-07   3.17e-07   ok
   35      0.26 (   0.04)      0.26 (   0.04)      0.32 (   0.03)      2.04 (   0.01)   2.25e-07   2.44e-07   2.44e-07   ok
   36      0.27 (   0.04)      0.29 (   0.04)      0.34 (   0.03)      3.77 (   0.00)   3.35e-07   2.37e-07   2.37e-07   ok
   37      0.28 (   0.04)      0.31 (   0.04)      0.37 (   0.03)      2.99 (   0.00)   2.31e-07   3.26e-07   2.13e-07   ok
   38      0.31 (   0.04)      0.33 (   0.04)      0.39 (   0.03)      3.15 (   0.00)   3.62e-07   3.17e-07   3.05e-07   ok
   39      0.33 (   0.04)      0.35 (   0.04)      0.38 (   0.03)      2.52 (   0.01)   2.19e-07   2.19e-07   1.96e-07   ok
   40      0.32 (   0.04)      0.37 (   0.04)      0.41 (   0.03)      3.28 (   0.00)   2.90e-07   3.02e-07   2.90e-07   ok
   41      0.35 (   0.04)      0.38 (   0.04)      0.44 (   0.03)      2.78 (   0.01)   3.12e-07   2.83e-07   2.83e-07   ok
   42      0.35 (   0.04)      0.39 (   0.04)      0.46 (   0.03)      3.61 (   0.00)   2.76e-07   2.72e-07   1.87e-07   ok
   43      0.38 (   0.04)      0.41 (   0.04)      0.49 (   0.03)      3.78 (   0.00)   2.81e-07   2.81e-07   2.88e-07   ok
   44      0.40 (   0.04)      0.43 (   0.04)      0.50 (   0.03)      3.20 (   0.01)   2.82e-07   2.68e-07   1.94e-07   ok
   45      0.40 (   0.04)      0.45 (   0.04)      0.51 (   0.03)      3.34 (   0.01)   3.42e-07   2.62e-07   2.12e-07   ok
   46      0.43 (   0.04)      0.47 (   0.04)      0.55 (   0.03)      2.93 (   0.01)   2.52e-07   2.62e-07   3.52e-07   ok
   47      0.46 (   0.04)      0.51 (   0.04)      0.57 (   0.03)      3.06 (   0.01)   2.19e-07   2.47e-07   2.72e-07   ok
   48      0.47 (   0.04)      0.53 (   0.04)      0.50 (   0.04)      3.80 (   0.01)   2.87e-07   3.55e-07   2.87e-07   ok
   49      0.49 (   0.04)      0.55 (   0.04)      0.60 (   0.03)      3.19 (   0.01)   2.81e-07   2.34e-07   2.37e-07   ok
   50      0.51 (   0.04)      0.56 (   0.04)      0.56 (   0.04)      3.32 (   0.01)   3.08e-07   2.75e-07   2.44e-07   ok
   51      0.52 (   0.04)      0.61 (   0.04)      0.63 (   0.03)      3.59 (   0.01)   3.74e-07   2.72e-07   2.70e-07   ok
   52      0.57 (   0.04)      0.62 (   0.04)      0.60 (   0.04)      3.73 (   0.01)   2.75e-07   2.23e-07   1.83e-07   ok
   53      0.59 (   0.04)      0.64 (   0.04)      0.68 (   0.03)      3.73 (   0.01)   2.62e-07   3.62e-07   3.62e-07   ok
   54      0.60 (   0.04)      0.65 (   0.04)      0.57 (   0.04)      4.02 (   0.01)   3.53e-07   3.00e-07   3.16e-07   ok
   55      0.62 (   0.04)      0.67 (   0.04)      0.75 (   0.03)      4.01 (   0.01)   2.54e-07   3.47e-07   2.50e-07   ok
   56      0.63 (   0.04)      0.66 (   0.04)      0.76 (   0.03)      4.32 (   0.01)   2.91e-07   2.07e-07   2.91e-07   ok
   57      0.65 (   0.04)      0.70 (   0.04)      0.78 (   0.03)      3.86 (   0.01)   2.24e-07   2.70e-07   2.70e-07   ok
   58      0.64 (   0.04)      0.73 (   0.04)      0.79 (   0.04)      3.51 (   0.01)   2.71e-07   2.71e-07   2.37e-07   ok
   59      0.68 (   0.04)      0.75 (   0.04)      0.84 (   0.03)      4.13 (   0.01)   2.74e-07   3.77e-07   4.34e-07   ok
   60      0.70 (   0.04)      0.76 (   0.04)      0.84 (   0.04)      4.13 (   0.01)   2.62e-07   2.62e-07   2.72e-07   ok
   61      0.71 (   0.04)      0.78 (   0.04)      0.89 (   0.03)      4.26 (   0.01)   2.50e-07   2.52e-07   2.25e-07   ok
   62      0.73 (   0.04)      0.81 (   0.04)      0.93 (   0.03)      4.00 (   0.01)   2.75e-07   2.54e-07   2.75e-07   ok
   63      0.76 (   0.04)      0.84 (   0.04)      0.95 (   0.03)      4.70 (   0.01)   2.71e-07   2.71e-07   3.03e-07   ok
   64      0.86 (   0.04)      0.91 (   0.04)      1.02 (   0.03)      4.69 (   0.01)   4.00e-07   3.77e-07   3.63e-07   ok
   65      0.79 (   0.04)      0.88 (   0.04)      0.94 (   0.04)      4.27 (   0.01)   3.16e-07   2.42e-07   2.93e-07   ok
   66      0.76 (   0.05)      0.93 (   0.04)      0.93 (   0.04)      5.15 (   0.01)   4.62e-07   3.66e-07   2.89e-07   ok
   67      0.80 (   0.05)      0.92 (   0.04)      0.99 (   0.04)      5.31 (   0.01)   3.42e-07   3.43e-07   3.43e-07   ok
   68      0.86 (   0.04)      0.95 (   0.04)      1.02 (   0.04)      5.29 (   0.01)   4.52e-07   3.55e-07   2.80e-07   ok
   69      0.83 (   0.05)      0.97 (   0.04)      1.03 (   0.04)      4.80 (   0.01)   2.76e-07   2.47e-07   3.36e-07   ok
   70      0.85 (   0.05)      1.02 (   0.04)      1.08 (   0.04)      5.09 (   0.01)   4.39e-07   4.49e-07   4.39e-07   ok
   71      0.93 (   0.04)      0.93 (   0.04)      1.11 (   0.04)      5.23 (   0.01)   6.65e-07   7.60e-07   7.99e-07   ok
   72      0.97 (   0.04)      1.12 (   0.04)      1.18 (   0.04)      5.22 (   0.01)   3.18e-07   3.28e-07   3.18e-07   ok
   73      0.85 (   0.05)      1.15 (   0.04)      1.24 (   0.04)      4.80 (   0.01)   3.77e-07   3.30e-07   3.30e-07   ok
   74      1.01 (   0.04)      1.18 (   0.04)      1.24 (   0.04)      5.51 (   0.01)   3.26e-07   3.14e-07   3.46e-07   ok
   75      1.04 (   0.04)      1.17 (   0.04)      1.27 (   0.04)      4.58 (   0.01)   3.22e-07   3.05e-07   3.26e-07   ok
   76      1.05 (   0.04)      1.21 (   0.04)      1.31 (   0.04)      5.81 (   0.01)   4.14e-07   3.05e-07   3.17e-07   ok
   77      0.97 (   0.05)      1.24 (   0.04)      1.31 (   0.04)      5.97 (   0.01)   4.03e-07   3.99e-07   3.22e-07   ok
   78      1.06 (   0.05)      1.28 (   0.04)      1.38 (   0.04)      5.48 (   0.01)   3.09e-07   4.18e-07   3.28e-07   ok
   79      1.11 (   0.05)      1.30 (   0.04)      1.37 (   0.04)      5.08 (   0.01)   3.05e-07   3.98e-07   3.24e-07   ok
   80      1.13 (   0.05)      1.30 (   0.04)      1.41 (   0.04)      5.76 (   0.01)   2.90e-07   3.81e-07   3.44e-07   ok
   81      1.12 (   0.05)      1.38 (   0.04)      1.38 (   0.04)      5.90 (   0.01)   3.16e-07   3.40e-07   3.16e-07   ok
   82      1.19 (   0.05)      1.34 (   0.04)      1.37 (   0.04)      4.99 (   0.01)   3.75e-07   3.97e-07   3.72e-07   ok
   83      1.17 (   0.05)      1.41 (   0.04)      1.40 (   0.04)      6.19 (   0.01)   4.11e-07   4.11e-07   4.69e-07   ok
   84      1.22 (   0.05)      1.44 (   0.04)      1.47 (   0.04)      6.51 (   0.01)   3.74e-07   2.87e-07   3.27e-07   ok
   85      1.28 (   0.05)      1.43 (   0.04)      1.50 (   0.04)      5.87 (   0.01)   4.23e-07   2.84e-07   2.69e-07   ok
   86      1.34 (   0.05)      1.54 (   0.04)      1.54 (   0.04)      6.01 (   0.01)   2.66e-07   2.74e-07   3.58e-07   ok
   87      1.37 (   0.05)      1.54 (   0.04)      1.58 (   0.04)      6.30 (   0.01)   3.62e-07   3.51e-07   2.77e-07   ok
   88      1.40 (   0.05)      1.62 (   0.04)      1.66 (   0.04)      6.95 (   0.01)   3.47e-07   4.36e-07   3.57e-07   ok
   89      1.29 (   0.05)      1.57 (   0.04)      1.66 (   0.04)      6.43 (   0.01)   2.71e-07   3.53e-07   3.46e-07   ok
   90      1.34 (   0.05)      1.57 (   0.04)      1.68 (   0.04)      4.76 (   0.01)   5.09e-07   3.42e-07   4.24e-07   ok
  100      1.69 (   0.05)      1.98 (   0.04)      2.03 (   0.04)      7.40 (   0.01)   2.41e-07   2.41e-07   2.16e-07   ok
  110      2.05 (   0.05)      2.34 (   0.04)      2.34 (   0.04)      7.48 (   0.01)   4.39e-07   3.47e-07   3.92e-07   ok
  120      2.33 (   0.05)      2.70 (   0.04)      2.70 (   0.04)      7.77 (   0.02)   4.26e-07   2.72e-07   2.84e-07   ok
  130      2.28 (   0.06)      3.24 (   0.04)      2.99 (   0.05)      7.65 (   0.02)   4.84e-07   5.01e-07   4.84e-07   ok
  140      2.88 (   0.06)      3.67 (   0.04)      3.46 (   0.05)      8.75 (   0.02)   4.39e-07   4.36e-07   5.45e-07   ok
  150      3.50 (   0.05)      4.12 (   0.04)      3.87 (   0.05)      9.08 (   0.02)   5.48e-07   6.12e-07   5.31e-07   ok
  160      3.75 (   0.06)      4.79 (   0.04)      4.23 (   0.05)      9.42 (   0.02)   4.98e-07   4.05e-07   4.77e-07   ok
  170      4.23 (   0.06)      5.18 (   0.05)      4.75 (   0.05)      8.98 (   0.03)   5.46e-07   6.35e-07   5.46e-07   ok
  180      4.75 (   0.06)      5.80 (   0.05)      5.03 (   0.05)     10.44 (   0.03)   5.36e-07   6.17e-07   5.24e-07   ok
  190      5.02 (   0.06)      6.20 (   0.05)      5.60 (   0.05)     10.01 (   0.03)   5.68e-07   4.89e-07   5.64e-07   ok
  200      5.56 (   0.06)      7.01 (   0.05)      6.09 (   0.05)     10.40 (   0.03)   6.15e-07   6.88e-07   5.35e-07   ok
  210      5.94 (   0.06)      7.57 (   0.05)      6.45 (   0.06)     10.42 (   0.03)   5.09e-07   4.11e-07   4.36e-07   ok
  220      6.39 (   0.06)      7.94 (   0.05)      6.96 (   0.06)     10.55 (   0.04)   6.33e-07   5.93e-07   5.81e-07   ok
  230      7.01 (   0.06)      8.72 (   0.05)      7.32 (   0.06)     10.96 (   0.04)   5.47e-07   6.77e-07   5.47e-07   ok
  240      7.48 (   0.06)      9.63 (   0.05)      8.28 (   0.06)     11.31 (   0.04)   5.55e-07   6.74e-07   5.55e-07   ok
  250      7.99 (   0.06)     10.05 (   0.05)      8.37 (   0.06)     10.93 (   0.05)   7.32e-07   6.13e-07   6.10e-07   ok
  260      8.12 (   0.07)     10.66 (   0.05)      8.77 (   0.06)     11.35 (   0.05)   8.24e-07   5.98e-07   8.30e-07   ok
  270      8.88 (   0.07)     11.71 (   0.05)      9.61 (   0.06)     11.49 (   0.05)   6.09e-07   8.09e-07   7.15e-07   ok
  280      9.28 (   0.07)     12.36 (   0.05)      9.87 (   0.06)     11.91 (   0.05)   5.69e-07   6.63e-07   6.74e-07   ok
  290      9.81 (   0.07)     12.72 (   0.05)     10.24 (   0.07)     11.67 (   0.06)   8.01e-07   8.44e-07   7.31e-07   ok
  300     10.47 (   0.07)     14.18 (   0.05)     11.12 (   0.07)     11.86 (   0.06)   8.15e-07   8.28e-07   8.28e-07   ok
  310     11.17 (   0.07)     14.53 (   0.05)     11.37 (   0.07)     11.70 (   0.07)   7.50e-07   7.94e-07   8.47e-07   ok
  320     12.51 (   0.07)     16.44 (   0.05)     12.11 (   0.07)     11.28 (   0.07)   7.64e-07   7.64e-07   6.69e-07   ok
  330     11.84 (   0.07)     15.89 (   0.06)     12.49 (   0.07)     11.96 (   0.07)   7.63e-07   7.75e-07   8.53e-07   ok
  340     12.57 (   0.07)     16.94 (   0.05)     12.73 (   0.07)     12.41 (   0.07)   9.91e-07   8.09e-07   8.09e-07   ok
  350     13.10 (   0.08)     17.87 (   0.06)     13.67 (   0.07)     12.14 (   0.08)   7.45e-07   8.27e-07   7.03e-07   ok
  360     13.86 (   0.08)     18.58 (   0.06)     13.91 (   0.07)     12.55 (   0.08)   9.13e-07   7.58e-07   7.82e-07   ok
  370     13.89 (   0.08)     19.30 (   0.06)     14.10 (   0.08)     12.23 (   0.09)   6.91e-07   7.05e-07   7.70e-07   ok
  380     15.30 (   0.08)     19.61 (   0.06)     15.30 (   0.08)     12.73 (   0.09)   1.22e-06   8.04e-07   8.83e-07   ok
  390     15.07 (   0.08)     21.44 (   0.06)     15.48 (   0.08)     11.75 (   0.10)   1.02e-06   8.75e-07   8.75e-07   ok
  400     15.85 (   0.08)     22.93 (   0.06)     16.48 (   0.08)     12.99 (   0.10)   9.92e-07   8.53e-07   8.39e-07   ok
  410     16.46 (   0.08)     22.83 (   0.06)     16.65 (   0.08)     12.50 (   0.11)   8.22e-07   8.93e-07   8.22e-07   ok
  420     16.64 (   0.09)     23.20 (   0.06)     16.88 (   0.08)     12.64 (   0.11)   6.70e-07   7.41e-07   6.89e-07   ok
  430     17.49 (   0.08)     22.16 (   0.07)     17.64 (   0.08)     12.78 (   0.12)   8.70e-07   9.99e-07   9.23e-07   ok
  440     18.26 (   0.09)     25.07 (   0.06)     18.11 (   0.09)     12.23 (   0.13)   8.69e-07   8.09e-07   8.12e-07   ok
  450     18.04 (   0.09)     25.44 (   0.06)     18.28 (   0.09)     12.79 (   0.13)   8.92e-07   7.58e-07   7.53e-07   ok
  460     19.30 (   0.09)     26.88 (   0.06)     19.10 (   0.09)     13.05 (   0.13)   1.01e-06   8.31e-07   8.68e-07   ok
  470     19.88 (   0.09)     27.64 (   0.06)     19.72 (   0.09)     12.95 (   0.14)   7.93e-07   8.60e-07   8.47e-07   ok
  480     21.02 (   0.09)     29.83 (   0.06)     20.57 (   0.09)     13.19 (   0.14)   8.04e-07   8.65e-07   9.26e-07   ok
  490     21.15 (   0.09)     28.76 (   0.07)     20.51 (   0.09)     12.93 (   0.15)   1.07e-06   9.26e-07   9.34e-07   ok
  500     22.03 (   0.09)     29.94 (   0.07)     20.93 (   0.10)     13.13 (   0.15)   8.54e-07   7.55e-07   7.55e-07   ok
  510     22.97 (   0.09)     30.71 (   0.07)     21.72 (   0.10)     12.72 (   0.16)   9.81e-07   9.59e-07   9.81e-07   ok
  520     23.04 (   0.09)     31.93 (   0.07)     22.36 (   0.10)     12.53 (   0.17)   1.00e-06   9.46e-07   9.46e-07   ok
  530     23.00 (   0.10)     32.26 (   0.07)     22.56 (   0.10)     12.97 (   0.17)   9.50e-07   1.05e-06   1.05e-06   ok
  540     24.17 (   0.10)     33.95 (   0.07)     23.14 (   0.10)     13.06 (   0.18)   1.29e-06   9.72e-07   1.24e-06   ok
  550     24.06 (   0.10)     34.62 (   0.07)     24.00 (   0.10)     12.97 (   0.19)   1.32e-06   1.14e-06   1.24e-06   ok
  560     25.12 (   0.10)     36.38 (   0.07)     24.42 (   0.10)     13.37 (   0.19)   1.42e-06   1.32e-06   1.31e-06   ok
  570     25.60 (   0.10)     36.68 (   0.07)     24.62 (   0.11)     12.95 (   0.20)   1.39e-06   1.50e-06   1.28e-06   ok
  580     25.72 (   0.10)     36.86 (   0.07)     25.20 (   0.11)     13.42 (   0.20)   9.60e-07   8.68e-07   9.60e-07   ok
  590     25.85 (   0.11)     37.65 (   0.07)     24.70 (   0.11)     13.29 (   0.21)   1.35e-06   1.45e-06   1.27e-06   ok
  600     26.50 (   0.11)     38.57 (   0.07)     26.21 (   0.11)     13.23 (   0.22)   1.13e-06   1.17e-06   1.12e-06   ok
  610     26.41 (   0.11)     39.24 (   0.08)     26.18 (   0.11)     13.15 (   0.23)   1.10e-06   1.12e-06   1.12e-06   ok
  620     27.28 (   0.11)     40.03 (   0.08)     27.05 (   0.11)     13.34 (   0.23)   1.35e-06   1.21e-06   1.12e-06   ok
  630     28.16 (   0.11)     40.82 (   0.08)     27.19 (   0.12)     12.94 (   0.25)   8.12e-07   8.93e-07   8.93e-07   ok
  640     30.08 (   0.11)     42.65 (   0.08)     28.06 (   0.12)     13.40 (   0.25)   1.17e-06   1.30e-06   1.17e-06   ok
  650     29.18 (   0.12)     43.45 (   0.08)     28.03 (   0.12)     13.28 (   0.26)   1.17e-06   1.07e-06   1.05e-06   ok
  660     29.12 (   0.12)     42.59 (   0.08)     27.96 (   0.12)     13.33 (   0.26)   1.30e-06   1.21e-06   1.32e-06   ok
  670     30.19 (   0.12)     44.53 (   0.08)     29.26 (   0.12)     13.05 (   0.28)   1.48e-06   1.39e-06   1.56e-06   ok
  680     30.91 (   0.12)     44.68 (   0.08)     29.39 (   0.13)     13.44 (   0.28)   1.21e-06   1.27e-06   1.26e-06   ok
  690     30.79 (   0.12)     45.48 (   0.08)     28.49 (   0.13)     13.40 (   0.28)   1.24e-06   1.16e-06   1.24e-06   ok
  700     31.93 (   0.12)     46.68 (   0.08)     30.68 (   0.13)     13.64 (   0.29)   1.35e-06   1.21e-06   1.28e-06   ok
  710     32.10 (   0.13)     48.15 (   0.08)     30.88 (   0.13)     13.17 (   0.31)   1.25e-06   1.22e-06   1.13e-06   ok
  720     32.46 (   0.13)     48.28 (   0.09)     31.69 (   0.13)     13.59 (   0.31)   1.78e-06   1.54e-06   1.53e-06   ok
  730     32.64 (   0.13)     49.09 (   0.09)     31.66 (   0.13)     13.15 (   0.32)   1.78e-06   1.85e-06   1.93e-06   failed
  740     33.54 (   0.13)     49.90 (   0.09)     31.85 (   0.14)     13.60 (   0.32)   1.41e-06   1.33e-06   1.41e-06   ok
  750     34.45 (   0.13)     50.57 (   0.09)     31.79 (   0.14)     13.19 (   0.34)   1.06e-06   1.22e-06   1.17e-06   ok
  760     35.12 (   0.13)     52.06 (   0.09)     33.08 (   0.14)     13.35 (   0.35)   1.54e-06   1.72e-06   1.71e-06   ok
  770     34.91 (   0.14)     52.73 (   0.09)     33.00 (   0.14)     13.31 (   0.36)   1.04e-06   1.04e-06   1.11e-06   ok
  780     36.39 (   0.13)     54.84 (   0.09)     34.32 (   0.14)     13.39 (   0.36)   1.12e-06   1.28e-06   1.18e-06   ok
  790     36.74 (   0.14)     54.36 (   0.09)     34.28 (   0.15)     13.30 (   0.38)   1.52e-06   1.35e-06   1.42e-06   ok
  800     37.16 (   0.14)     56.92 (   0.09)     35.10 (   0.15)     13.61 (   0.38)   1.38e-06   1.30e-06   1.30e-06   ok
  810     37.83 (   0.14)     56.55 (   0.09)     35.75 (   0.15)     13.49 (   0.39)   1.30e-06   1.36e-06   1.23e-06   ok
  820     37.99 (   0.14)     57.37 (   0.09)     35.94 (   0.15)     13.44 (   0.40)   1.16e-06   1.15e-06   1.36e-06   ok
  830     39.18 (   0.14)     58.04 (   0.10)     36.58 (   0.15)     13.50 (   0.41)   1.28e-06   1.11e-06   1.12e-06   ok
  840     39.27 (   0.14)     59.59 (   0.09)     36.72 (   0.15)     13.63 (   0.41)   1.38e-06   1.38e-06   1.45e-06   ok
  850     39.43 (   0.15)     60.26 (   0.10)     37.08 (   0.16)     13.56 (   0.43)   1.01e-06   1.08e-06   1.08e-06   ok
  860     40.62 (   0.15)     61.08 (   0.10)     38.01 (   0.16)     13.56 (   0.44)   1.21e-06   1.07e-06   1.07e-06   ok
  870     40.97 (   0.15)     63.13 (   0.10)     38.66 (   0.16)     13.54 (   0.45)   1.19e-06   1.47e-06   1.12e-06   ok
  880     41.91 (   0.15)     63.95 (   0.10)     39.26 (   0.16)     13.55 (   0.46)   1.32e-06   1.18e-06   1.26e-06   ok
  890     42.33 (   0.15)     63.54 (   0.10)     39.38 (   0.16)     13.59 (   0.47)   1.24e-06   1.15e-06   1.26e-06   ok
  900     42.14 (   0.15)     64.82 (   0.10)     39.57 (   0.16)     13.61 (   0.48)   1.43e-06   1.32e-06   1.38e-06   ok
 1000     48.56 (   0.16)     73.53 (   0.11)     44.28 (   0.18)     13.65 (   0.59)   1.26e-06   1.39e-06   1.43e-06   ok
 1100     53.01 (   0.18)     82.80 (   0.12)     30.00 (   0.32)     13.85 (   0.70)   1.62e-06   1.48e-06   1.48e-06   ok
 1200     58.57 (   0.20)     91.63 (   0.13)     33.05 (   0.35)     13.78 (   0.84)   1.53e-06   1.53e-06   1.43e-06   ok
 1300     62.39 (   0.22)    100.30 (   0.13)     34.08 (   0.40)     14.13 (   0.96)   2.10e-06   2.18e-06   2.00e-06   failed
 1400     70.34 (   0.22)    111.40 (   0.14)     37.73 (   0.42)     14.16 (   1.11)   2.37e-06   2.09e-06   2.06e-06   failed
 1500     73.51 (   0.25)    117.90 (   0.15)     40.22 (   0.45)     14.09 (   1.28)   2.01e-06   1.73e-06   1.73e-06   failed
 1600     78.88 (   0.26)    124.25 (   0.16)     42.09 (   0.49)     13.70 (   1.50)   1.84e-06   1.98e-06   1.99e-06   failed
 1700     83.53 (   0.28)    131.51 (   0.18)     44.06 (   0.53)     12.64 (   1.83)   1.90e-06   2.09e-06   1.89e-06   failed
 1800     89.19 (   0.29)    138.08 (   0.19)     46.50 (   0.56)     12.02 (   2.16)   2.27e-06   2.32e-06   2.04e-06   failed
 1900     93.54 (   0.31)    148.20 (   0.20)     49.14 (   0.59)     11.78 (   2.45)   2.27e-06   2.08e-06   1.94e-06   failed
 2000     98.26 (   0.33)    151.09 (   0.21)     51.40 (   0.62)     11.57 (   2.77)   2.41e-06   2.20e-06   2.12e-06   failed
 2100    100.87 (   0.35)    156.37 (   0.23)     38.58 (   0.92)     11.53 (   3.06)   2.33e-06   2.47e-06   2.35e-06   failed
 2200    108.85 (   0.36)    164.82 (   0.24)     40.74 (   0.95)     11.62 (   3.33)   2.41e-06   2.62e-06   2.43e-06   failed
 2300    114.08 (   0.37)    172.11 (   0.25)     42.18 (   1.00)     11.70 (   3.62)   2.65e-06   2.50e-06   2.51e-06   failed
 2400    119.45 (   0.39)    182.97 (   0.25)     44.08 (   1.05)     11.57 (   3.99)   2.51e-06   2.74e-06   2.65e-06   failed
 2500    122.36 (   0.41)    188.88 (   0.26)     45.82 (   1.09)     11.65 (   4.29)   2.87e-06   2.60e-06   2.67e-06   failed
 2600    126.16 (   0.43)    191.85 (   0.28)     46.93 (   1.15)     11.71 (   4.62)   2.64e-06   2.72e-06   2.92e-06   failed
 2700    132.65 (   0.44)    201.11 (   0.29)     49.16 (   1.19)     11.65 (   5.01)   2.82e-06   2.94e-06   2.94e-06   failed
 2800    135.53 (   0.46)    204.35 (   0.31)     50.61 (   1.24)     11.74 (   5.35)   2.73e-06   2.55e-06   2.65e-06   failed
 2900    140.82 (   0.48)    208.98 (   0.32)     52.27 (   1.29)     11.69 (   5.76)   2.62e-06   2.53e-06   2.64e-06   failed
 3000    143.81 (   0.50)    213.08 (   0.34)     53.52 (   1.35)     11.71 (   6.15)   3.28e-06   2.94e-06   3.15e-06   failed
 3100    149.08 (   0.52)    219.02 (   0.35)     43.28 (   1.78)     11.63 (   6.61)   2.84e-06   2.84e-06   2.68e-06   failed
 3200    152.65 (   0.54)    234.17 (   0.35)     45.03 (   1.82)     11.71 (   7.00)   2.50e-06   2.83e-06   2.78e-06   failed
 3300    159.08 (   0.55)    232.55 (   0.37)     46.39 (   1.88)     11.80 (   7.39)   3.05e-06   2.75e-06   2.67e-06   failed
